longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-1139.077206284636,260.75244745845197,427.9428163955899,10930.612544489039,2787.1193944483825,4746.770734964438,2526.9845290214935,19.12546679593215,1603574.174958909,NEAR BAY
-1139.077206284636,260.82135666761116,329.18678184276143,5461.6700072596595,1720.9059348271892,2813.6655515948623,1525.3797520638834,9.975246347142733,1451977.844115648,NEAR BAY
-1139.077206284636,260.82135666761116,345.64612093489956,11919.676620370947,3432.4591200085783,6390.942047510091,3363.1866822613333,12.588440577278739,1573058.030438512,NEAR BAY
-1139.077206284636,260.75244745845197,427.9428163955899,17715.883006237724,5059.837558377768,6982.568544911455,4392.358563171905,12.672926755649739,1121222.213184897,NEAR BAY
-1139.077206284636,260.75244745845197,427.9428163955899,12276.030588887223,3151.87663063458,5868.109328876327,2986.436261570856,16.020048743982503,981438.5834463058,NEAR BAY
-1139.077206284636,260.75244745845197,427.9428163955899,16174.1066526571,4087.151595214574,6920.654144020615,3877.772622716619,19.10122293605178,1305303.4720659994,NEAR BAY
-1139.170367093198,260.82135666761116,337.4164513888305,3890.803533800157,1150.3882064333927,2180.762786932937,1093.4951234674827,17.659815266800486,1058221.1406266587,NEAR BAY
-1139.170367093198,260.82135666761116,403.2538077573828,8217.958865783508,2282.0709135751854,4175.782371193353,2196.1792815859526,18.070491559925603,923359.4696816799,NEAR BAY
-1139.170367093198,260.82135666761116,427.9428163955899,13803.261882528406,3937.507600881775,7581.07442018958,3648.046756441938,13.28269656476216,1038533.3054522092,NEAR BAY
-1139.170367093198,260.75244745845197,411.4834773034518,15141.40739695687,4601.552825733571,7780.576378615622,4346.413389916969,12.066095596219785,1072002.6252487733,NEAR BAY
-1139.170367093198,260.75244745845197,427.9428163955899,5301.674347925821,1496.4399433279905,2717.3542613202217,1424.3003709030236,12.397428347918222,1299397.1215136647,NEAR BAY
-1139.170367093198,260.75244745845197,403.2538077573828,13934.167421983366,4180.679091672573,5936.903107643927,3473.45509807318,14.159883494979306,1203911.1209175847,NEAR BAY
-1139.170367093198,260.75244745845197,427.9428163955899,15657.757024806986,4498.6725796297715,8035.113360055744,4052.364281085377,14.410403380409832,1134019.3060482892,NEAR BAY
-1139.077206284636,260.75244745845197,395.02413821131375,13977.802601801684,3825.274605132176,7058.241701555816,3078.3266080807284,13.20114903607363,1086768.5016296105,NEAR BAY
-1139.077206284636,260.6835382492927,403.2538077573828,12036.037099886466,3423.1063703627783,5187.050919077081,3023.1924001748052,10.101608283488922,1032626.9548998744,NEAR BAY
-1139.077206284636,260.6835382492927,419.71314684952085,19381.292369303585,5368.478296689166,8654.257368964149,4925.322572929165,20.05848807011622,1079877.7593185531,NEAR BAY
-1139.077206284636,260.6835382492927,403.2538077573828,8836.123913209702,2637.4754001155834,3921.245389753231,2425.905147860634,10.917818232794826,956828.789478244,NEAR BAY
-1139.077206284636,260.6835382492927,395.02413821131375,13076.008885556414,4040.3878469855745,6789.945964362174,3436.6989594692313,8.06071607901385,1028689.3878649846,NEAR BAY
-1139.170367093198,260.6835382492927,427.9428163955899,10988.792784246798,3647.572361861977,6198.319466960809,3703.1809643478614,10.360944117966856,1022783.0373126497,NEAR BAY
-1138.9840454760745,260.6835382492927,427.9428163955899,10690.619055488281,3086.4073831139804,4739.8913570876775,2839.41170715506,25.566252237484687,1884125.8261948137,NEAR BAY
-1138.9840454760745,260.6835382492927,427.9428163955899,17686.792886358842,6687.215996746958,9472.903336298596,6395.568117087126,19.026287369148804,1732529.495351553,NEAR BAY
-1138.9840454760745,260.6835382492927,427.9428163955899,12108.762399583666,3918.8021015901754,6507.891471415011,3629.6686871399634,15.411748259711315,1529744.7930547234,NEAR BAY
-1138.9840454760745,260.6835382492927,419.71314684952085,6807.0880516578445,2908.7051398437816,3556.6383622849485,2288.069628095825,9.441881429774517,1476587.6380837099,NEAR BAY
-1138.9840454760745,260.75244745845197,403.2538077573828,5185.313868410302,1889.2554284515882,3178.2725790631453,1736.72754903659,7.530289811328104,1169457.4093622982,NEAR BAY
-1138.9840454760745,260.75244745845197,427.9428163955899,6908.9034712339235,1889.2554284515882,3212.6694684469453,1819.4288608954753,29.12422234053464,1858531.6404680295,NEAR BAY
-1138.9840454760745,260.6835382492927,427.9428163955899,10494.260746305843,2908.7051398437816,4540.389398661636,2683.1981180882767,22.131705421098456,1815218.4030842406,NEAR BAY
-1138.9840454760745,260.6835382492927,427.9428163955899,12043.309629856187,3928.154851235975,4939.393315513719,3510.2112366771294,19.665443675085925,1794546.1761510686,NEAR BAY
-1138.9840454760745,260.6835382492927,411.4834773034518,8181.596215934909,3011.585385947581,4237.696772084194,2793.466533900124,14.884260641708039,1402758.2561795244,NEAR BAY
-1139.077206284636,260.61462904013354,353.8757904809686,7323.437679507959,2918.0578894895816,3838.6928552321106,2324.8257666997742,12.74492367287024,1353538.6682434008,NEAR BAY
-1138.9840454760745,260.61462904013354,329.18678184276143,4538.058701105229,1823.7861809309884,2909.976841869503,1470.24554415796,6.983700970388777,1845734.5476046372,NEAR BAY
-1139.077206284636,260.61462904013354,329.18678184276143,6879.813351355044,3507.2811171749777,4815.564513732038,3234.5401971475117,13.040257965958425,1107440.7285627823,NEAR BAY
-1139.077206284636,260.61462904013354,172.82306046744978,6516.1868528690475,4236.795589547373,5056.34273941864,4024.797177132415,6.772118193250972,1692169.4332439315,NEAR BAY
-1139.077206284636,260.61462904013354,353.8757904809686,13585.08598343681,4264.853838484773,7299.019927242418,3739.9371029518106,11.052996118188423,923359.4696816799,NEAR BAY
-1139.077206284636,260.61462904013354,337.4164513888305,23424.819032467858,7977.8954478673495,13476.701260572947,6616.104948710819,8.160630168217814,959781.9647544114,NEAR BAY
-1139.077206284636,260.61462904013354,427.9428163955899,11854.223850643468,4264.853838484773,7993.837092795184,3675.6138603949,9.164913697201767,1025736.2125888171,NEAR BAY
-1139.170367093198,260.61462904013354,427.9428163955899,8508.860064572305,2197.896166762986,4822.443891608798,2141.045073680029,11.82659564709852,861342.788882164,NEAR BAY
-1139.170367093198,260.61462904013354,427.9428163955899,6872.540821385323,2272.718163929386,3962.5216570137914,2021.587623217195,10.368290742173029,818029.5514983753,NEAR BAY
-1139.170367093198,260.61462904013354,427.9428163955899,9003.39210251326,2693.591897990383,4278.973039344754,2379.9599746056974,11.061812067235833,861342.788882164,NEAR BAY
-1139.170367093198,260.61462904013354,427.9428163955899,10828.797124912959,3133.17113134298,5008.187094281319,2242.124454840889,6.003661301285198,839686.1701902697,NEAR BAY
-1139.170367093198,260.61462904013354,427.9428163955899,10086.999068001527,3189.28762921778,7388.451839640299,2793.466533900124,8.941576321334084,790466.582254146,NEAR BAY
-1139.2635279017597,260.61462904013354,16.459339092138073,1149.0597352157472,402.16823476939743,646.6615204154451,523.7749751062732,18.82572452832026,590635.0552334839,NEAR BAY
-1139.2635279017597,260.6835382492927,427.9428163955899,8152.5060960560295,1973.4301752637875,3811.1753437250704,1718.3494797346157,24.926361269126954,745184.5613529122,NEAR BAY
-1139.2635279017597,260.61462904013354,403.2538077573828,981.7915459121891,271.2297397281983,591.6264974013646,211.34779697270673,44.94885088063292,738293.8190418549,NEAR BAY
-1139.2635279017597,260.54571983097435,411.4834773034518,5527.122776987138,1777.0224327019887,2593.5254595385404,1121.0622274204445,6.620043072183176,847561.3042600495,NEAR BAY
-1139.3566887103214,260.54571983097435,427.9428163955899,8901.57668293718,2216.601666054586,3584.1558737919886,1461.0565095069726,8.74982942955295,749122.1283878022,NEAR BAY
-1139.3566887103214,260.54571983097435,395.02413821131375,6021.654814928093,1702.2004355355891,2696.7161276899415,1222.1416085813041,19.0556738659735,723527.9426610178,NEAR BAY
-1139.3566887103214,260.54571983097435,427.9428163955899,7345.255269417118,1954.7246759721877,4155.144237563073,1718.3494797346157,8.571306461342928,771763.138838419,NEAR BAY
-1139.3566887103214,260.54571983097435,395.02413821131375,10581.531105942482,3310.873374613179,5420.9497668869235,3050.759504127767,5.918440460493581,830826.6443617675,NEAR BAY
-1139.2635279017597,260.4768106218151,427.9428163955899,7468.888278902356,2282.0709135751854,3384.653915365947,1350.7880936951256,19.170281203589813,800310.4998413707,NEAR BAY
-1139.3566887103214,260.54571983097435,427.9428163955899,4159.887142679794,1019.4497113921935,1884.949538232255,753.5008413809544,13.603009380151335,836732.9949141023,NEAR BAY
-1139.2635279017597,260.54571983097435,378.5647991191757,20370.356445185495,6023.170771895162,12541.10586933358,5614.5001717532095,7.20116104689152,1271834.1522694353,NEAR BAY
-1139.2635279017597,260.54571983097435,213.97140819779494,5585.303016744898,1421.617946161591,2696.7161276899415,1167.0074006753807,13.017483430919288,812123.2009460405,NEAR BAY
-1139.2635279017597,260.54571983097435,378.5647991191757,6799.815521688124,2777.7666448025825,4003.7979242743518,2545.362598323468,5.352750396618203,937140.9543037945,NEAR BAY
-1139.2635279017597,260.54571983097435,403.2538077573828,6138.015294443611,1907.960927743188,3852.4516109856304,1396.733266950062,12.856592360804083,738293.8190418549,NEAR BAY
-1139.2635279017597,260.54571983097435,378.5647991191757,87.27035963663903,37.41099858319976,123.82880178168098,64.32324255691074,3.672577440666263,664464.4371376694,NEAR BAY
-1139.2635279017597,260.54571983097435,164.59339092138072,6072.562524716132,1505.7926929737905,1995.0195842604157,1222.1416085813041,18.24166790392945,1353538.6682434008,NEAR BAY
-1139.170367093198,260.54571983097435,139.90438228317362,8996.11957254354,4320.970336359573,5242.085942091162,4033.9862117834023,6.789015428925173,1747295.37173239,NEAR BAY
-1139.170367093198,260.54571983097435,296.2681036584853,21192.152331763846,5256.245300939567,8502.911055675428,4677.21863735251,17.97278145798349,1005063.9856556451,NEAR BAY
-1139.170367093198,260.54571983097435,156.36372137531168,8777.943673451942,2272.718163929386,4960.031449143999,1902.1301727543607,8.162834155479665,1066096.2746964386,NEAR BAY
-1139.2635279017597,260.54571983097435,189.28239955958784,12690.564797161258,3497.9283675291776,7250.864282105098,2986.436261570856,5.8964005878750605,1107440.7285627823,NEAR BAY
-1139.170367093198,260.4768106218151,312.72744275062337,4974.410499288425,1646.0839376607896,2366.5059896054586,1424.3003709030236,14.776999928297904,1292506.3792026073,NEAR BAY
-1139.170367093198,260.54571983097435,139.90438228317362,6719.817692021205,2702.9446476361827,4189.541126946873,2655.631014135315,11.019936309260641,1599636.607924019,NEAR BAY
-1139.077206284636,260.54571983097435,427.9428163955899,1527.231293641183,523.7539801647966,1258.92615144709,514.5859404552859,8.571306461342928,1107440.7285627823,NEAR BAY
-1139.170367093198,260.54571983097435,427.9428163955899,2472.6601897047726,907.2167156425943,1375.8755753520109,799.4460146358907,11.172746092749055,1107440.7285627823,NEAR BAY
-1139.170367093198,260.54571983097435,427.9428163955899,2807.1965683118888,1533.8509419111904,2380.264745358979,1424.3003709030236,5.932399046485312,1353538.6682434008,NEAR BAY
-1139.170367093198,260.54571983097435,288.03843411241627,6894.358411294484,1720.9059348271892,3212.6694684469453,1552.9468560168452,13.288573864127098,1169457.4093622982,NEAR BAY
-1139.170367093198,260.54571983097435,427.9428163955899,5621.665666593497,1337.4431993493915,2593.5254595385404,1056.7389848635337,17.69287507572827,966672.7070654687,NEAR BAY
-1139.077206284636,260.54571983097435,329.18678184276143,6399.826373353529,4218.090090255773,4003.7979242743518,3491.833167375155,7.177651849431764,1169457.4093622982,NEAR BAY
-1139.077206284636,260.54571983097435,82.29669546069036,6363.4637235049295,3254.7568767383796,3756.1403207109897,3032.3814348257924,5.583434396692058,1599636.607924019,NEAR BAY
-1139.077206284636,260.4768106218151,82.29669546069036,763.6156468205915,392.8154851235975,859.9222345950068,358.37235138850275,7.14238805324213,1353538.6682434008,NEAR BAY
-1139.077206284636,260.4768106218151,427.9428163955899,1810.8599624602598,729.5144723723954,2724.2336391969816,781.0679453339162,9.134792537956455,4921968.637529953,NEAR BAY
-1139.077206284636,260.4768106218151,131.67471273710458,7228.894789901599,3666.277861153577,5503.502301408043,3326.430543657384,15.38236176288662,1599636.607924019,NEAR BAY
-1139.170367093198,260.4768106218151,427.9428163955899,1563.5939434897825,813.6892191845949,6218.957600591089,808.6350492868779,6.368053861911416,1353538.6682434008,NEAR BAY
-1139.170367093198,260.4768106218151,427.9428163955899,698.1628770931122,289.9352390197982,1313.9611744611705,312.4271781335665,5.509968154630321,1599636.607924019,NEAR BAY
-1139.077206284636,260.40790141265586,222.20107774386398,7672.519118054514,3245.4041270925795,4939.393315513719,2775.088464598149,19.36129343295033,1845734.5476046372,NEAR BAY
-1139.077206284636,260.4768106218151,320.9571122966924,12472.388898069661,5826.763029333363,9128.934442460593,4291.279182011045,13.574357545747258,1764030.031630672,NEAR BAY
-1138.9840454760745,260.4768106218151,296.2681036584853,38755.31220863745,23166.760872646453,23864.56185448063,21346.12749424338,14.76377600472679,1279709.2863392152,NEAR BAY
-1138.9840454760745,260.61462904013354,255.11975592814014,33424.54774083275,12448.50977855972,14088.965891604592,10843.060888164955,20.824006312399526,1809312.0525319057,NEAR BAY
-1138.9840454760745,260.54571983097435,238.66041683600207,2436.297539856173,1000.7442121005937,1389.6343311055311,836.2021532398397,14.7387974824258,1230489.6984030916,NEAR BAY
-1138.9840454760745,260.61462904013354,181.0527300135188,26777.45534850874,11877.992050165925,13923.86082256235,11486.293313734062,8.951861595222727,1673465.9898282045,NEAR BAY
-1138.9840454760745,260.61462904013354,304.49777320455433,26421.101379992466,10147.733365692935,12644.296537484981,9005.253957967505,19.177627827795984,1900860.4860930957,NEAR BAY
-1138.8908846675126,260.54571983097435,238.66041683600207,33860.89953901594,13224.787999161117,15850.086628055165,11486.293313734062,18.301910222420073,2537761.953986536,NEAR BAY
-1138.8908846675126,260.54571983097435,230.43074728993304,42224.30900419385,14992.457682217306,17631.84549813602,13755.984872527912,23.63923270820531,2691327.0683472417,NEAR BAY
-1138.8908846675126,260.54571983097435,320.9571122966924,6210.740594140811,2263.365414283586,2676.0779940596613,2095.099900425093,22.958200644293004,2337930.4269658737,NEAR BAY
-1138.8908846675126,260.54571983097435,427.9428163955899,15672.302084746425,6556.277501705758,6157.043199700249,5632.878241055184,18.950617139825216,3445371.155528656,NEAR BAY
-1138.9840454760745,260.54571983097435,279.80876456634724,42697.02345222564,17901.162822061087,18498.647110607788,16439.182990616187,20.868820720057183,3304603.134031343,NEAR BAY
-1138.7977238589508,260.61462904013354,427.9428163955899,10974.247724307357,2104.3686703049866,4636.7006889362765,2242.124454840889,36.22326531096034,3085083.771836231,NEAR BAY
-1138.7977238589508,260.54571983097435,427.9428163955899,14734.145718652557,4508.0253292755715,4877.478914622879,4190.199800850186,24.043297039544868,2643091.8721698406,NEAR BAY
-1138.8908846675126,260.54571983097435,427.9428163955899,12785.107686767618,4302.264837067973,4719.253223457397,3877.772622716619,23.282186771785266,2553512.2221260956,NEAR BAY
-1138.7977238589508,260.61462904013354,427.9428163955899,25315.676824595037,7023.914983995755,9933.82165404152,6597.726879408845,28.65183440407767,2713968.0787978587,NEAR BAY
-1138.8908846675126,260.61462904013354,230.43074728993304,24268.43250895537,7996.60094715895,10456.654372675283,7369.605790091774,28.69811813657656,2214881.4571255646,NEAR BAY
-1138.8908846675126,260.61462904013354,427.9428163955899,10356.082676881164,2702.9446476361827,3783.65783221803,2324.8257666997742,37.40680647057494,2584028.3666464924,NEAR BAY
-1138.8908846675126,260.61462904013354,263.34942547420917,27701.066654663173,10269.319111088334,12424.156445428658,9391.193413308969,19.416393114496632,2150895.992808604,NEAR BAY
-1138.8908846675126,260.61462904013354,213.97140819779494,28791.94615012116,11185.888576376728,12032.031906453336,11183.055170251482,22.21104896252513,2510198.9847423066,NEAR BAY
-1138.8908846675126,260.6835382492927,427.9428163955899,17279.531208054526,5228.187052002167,6459.735826277692,4769.108983862382,23.13011165071747,2206021.9312970624,NEAR BAY
-1138.8908846675126,260.6835382492927,288.03843411241627,11730.59084115823,4002.976848402375,4643.580066813037,3877.772622716619,25.508948568676534,2393056.3654543324,NEAR BAY
-1138.8908846675126,260.6835382492927,427.9428163955899,9301.565831271777,2684.239148344583,3673.5877861898693,2674.0090834372895,23.089705217583514,2279851.313201248,NEAR BAY
-1138.8908846675126,260.6835382492927,230.43074728993304,36522.645507933434,16367.311880149897,17597.44860875222,15262.98655528982,17.80380910124149,2150895.992808604,NEAR BAY
-1138.8908846675126,260.6835382492927,427.9428163955899,30471.900573126462,10334.788358608934,12286.568887893458,9529.028933073778,22.69886480981507,2304461.1071693096,NEAR BAY
-1138.7045630503892,260.75244745845197,411.4834773034518,18290.412873845595,3731.7471086741766,6672.996540457253,3427.509924818244,43.04827919849577,3224867.401574822,NEAR BAY
-1138.7045630503892,260.75244745845197,386.7944686652447,23090.282653860744,4246.148339193173,7553.55690868254,4456.681805728816,38.84013285319944,3421745.753319317,NEAR BAY
-1138.7977238589508,260.6835382492927,337.4164513888305,18734.03720199851,3797.216356194776,5462.226034147483,3455.0770287712057,43.75649377197092,3603858.2286829744,NEAR BAY
-1138.7977238589508,260.82135666761116,304.49777320455433,2429.025009886453,505.0484808731968,674.1790319224854,431.8846285964007,36.4708465467084,3297712.391720285,NEAR BAY
-1138.7045630503892,260.82135666761116,427.9428163955899,20363.083915215775,3843.9801044237756,7299.019927242418,3703.1809643478614,46.602575989442634,3677687.61058716,NEAR BAY
-1138.7977238589508,260.75244745845197,427.9428163955899,25664.758263141593,5368.478296689166,8097.027760946585,5099.914231297924,38.035677502623415,3834205.9002240333,NEAR BAY
-1138.7977238589508,260.82135666761116,427.9428163955899,18995.848280908427,3413.7536207169783,6198.319466960809,3372.3757169123205,53.15576478134963,3849956.1683635926,NEAR BAY
-1138.6114022418274,260.82135666761116,230.43074728993304,38449.86594990921,9801.681628798338,13972.01646769967,8784.71712634381,40.090528293090216,3320353.402170902,NEAR BAY
-1138.6114022418274,260.75244745845197,411.4834773034518,21344.875461127962,4423.850582463372,7092.638590939617,4401.547597822892,55.09968154630321,2905924.471748741,NEAR BAY
-1138.5182414332655,260.75244745845197,362.1054600270376,24901.142616321,5583.591538542565,9342.195156640155,5485.853686639388,44.22226974664234,2877377.110745789,NEAR BAY
-1138.5182414332655,260.6835382492927,329.18678184276143,36297.197078872116,6303.75326126916,11117.07464884425,6009.628661745661,55.49933790311906,4050772.0871429774,NEAR BAY
-1138.425080624704,260.75244745845197,246.8900863820711,16079.56376305074,3236.0513774467795,5806.194927985486,3151.8388852886264,44.56903040917374,3066380.328420504,NEAR BAY
-1138.5182414332655,260.75244745845197,279.80876456634724,22093.946048009115,4582.847326441971,7842.490779506462,4557.761186889676,51.82896444971465,3208132.74167654,NEAR BAY
-1138.331919816142,260.75244745845197,148.13405182924265,11759.68096103711,1964.0774256179875,3666.708408313109,1782.6727222915263,85.23333005276612,3864722.0447444296,NEAR BAY
-1138.425080624704,260.75244745845197,288.03843411241627,20835.79836324757,4302.264837067973,7374.693083886778,4070.7423503873515,55.01299138067036,3143162.885600857,NEAR BAY
-1138.5182414332655,260.6835382492927,279.80876456634724,36835.36429663139,7369.966720890354,11192.747805488609,7038.800542656233,50.674075124504135,3280977.731822003,NEAR BAY
-1138.331919816142,260.6835382492927,230.43074728993304,9643.374739848612,1720.9059348271892,3185.151956939905,1745.9165836875775,60.27831694923509,3299681.17523773,NEAR BAY
-1138.425080624704,260.6835382492927,213.97140819779494,11556.050121884951,2085.663171013387,3728.6228092039496,1938.8863113583095,61.71898995606576,3457183.856633326,NEAR BAY
-1138.331919816142,260.6835382492927,238.66041683600207,13025.101175768375,2534.595154011784,4547.268776538396,2471.8503211155703,50.352292984273724,3631421.1979272035,NEAR BAY
-1138.331919816142,260.61462904013354,263.34942547420917,13345.092494436052,2469.125906491184,4368.404951742635,2416.7161132096467,61.10187352274717,3601889.4451655294,NEAR BAY
-1138.425080624704,260.61462904013354,304.49777320455433,8937.93933278578,1692.8476858897893,2889.338708239223,1617.2700985737558,51.55493536682437,3609764.5792353093,NEAR BAY
-1138.425080624704,260.61462904013354,320.9571122966924,27417.437985844095,4994.368310857169,8702.413014101468,4594.517325493624,46.50560054992114,3571373.300645133,NEAR BAY
-1138.2387590075803,260.54571983097435,246.8900863820711,2123.578751158216,355.4044865403977,866.8016124717669,477.829801851337,46.74216184935994,4757565.369905713,NEAR BAY
-1138.5182414332655,260.61462904013354,427.9428163955899,17272.258678084807,3114.4656320513805,5592.934213805925,3216.1621278455373,51.829699112135266,3262274.288406276,NEAR BAY
-1138.425080624704,260.54571983097435,370.33512957310666,21555.77883024984,4077.798845568774,7340.296194502978,3914.5287613205683,49.84757990130959,3184507.339467201,NEAR BAY
-1138.5182414332655,260.4768106218151,411.4834773034518,20603.077404216532,5658.413535708964,8668.01612471767,5072.347127344961,21.253049166040075,2133176.9411515994,NEAR BAY
-1138.5182414332655,260.4768106218151,312.72744275062337,16392.282551748696,5003.721060502969,6542.288360798812,4475.059875030791,22.636418504062593,2294617.1895820852,NEAR BAY
-1138.5182414332655,260.54571983097435,427.9428163955899,10101.544127940968,1982.7829249095876,3508.4827171476277,2058.3437618211437,38.49778016519174,2917737.1728534107,NEAR BAY
-1138.6114022418274,260.54571983097435,427.9428163955899,14334.15657031796,3133.17113134298,5262.724075721442,2830.2226725040728,47.91247908540342,2694280.2436234094,NEAR BAY
-1138.6114022418274,260.4768106218151,427.9428163955899,15875.932923898583,4349.028585296973,7766.817622862101,4226.955939454135,23.973504109586216,2241460.0346110715,NEAR BAY
-1138.6114022418274,260.4768106218151,427.9428163955899,16625.003510779734,4339.675835651173,7381.572461763539,4052.364281085377,22.25880201986526,1964845.9504100566,NEAR BAY
-1138.6114022418274,260.4768106218151,427.9428163955899,19788.5540476079,5059.837558377768,8152.062783960665,4732.352845258433,33.37424444380616,2360571.4374164906,NEAR BAY
-1138.6114022418274,260.54571983097435,427.9428163955899,14719.600658713116,3170.5821299261797,5200.809674830602,3124.271781335665,29.915453767539557,2658842.1403094004,NEAR BAY
-1138.6114022418274,260.54571983097435,427.9428163955899,21410.32823085544,5013.073810148769,7113.276724569897,4787.487053164357,39.31105146481518,2973847.5031005917,NEAR BAY
-1138.7045630503892,260.4768106218151,427.9428163955899,14785.053428440595,4545.436327858772,5414.070389010163,4217.766904803148,23.217536478770935,2652935.7897570655,NEAR BAY
-1138.7045630503892,260.54571983097435,427.9428163955899,10421.535446608645,2141.7796688881863,4210.179260577153,1957.2643806602841,35.04927476281378,3097880.864699623,NEAR BAY
-1138.6114022418274,260.54571983097435,427.9428163955899,21286.695221370202,3759.8053576115763,7023.844812172016,3491.833167375155,59.92200567523566,3840112.250776368,NEAR BAY
-1138.7045630503892,260.54571983097435,427.9428163955899,16835.906879901613,2731.002896573583,5923.144351890407,2370.7709399547102,65.23288031387868,4038959.3860383076,NEAR BAY
-1138.7977238589508,260.54571983097435,427.9428163955899,18072.236974754,2927.4106391353816,6556.047116552332,3004.8143308728304,50.391230092566445,3468996.5577379954,NEAR BAY
-1138.7977238589508,260.54571983097435,427.9428163955899,10836.06965488268,2225.954415700386,4361.525573865874,2352.392870652736,44.301613288069014,2828157.5228096657,NEAR BAY
-1138.7045630503892,260.54571983097435,427.9428163955899,20464.89933479185,3413.7536207169783,6040.093775795328,3234.5401971475117,55.1584545399526,3432574.062665264,NEAR BAY
-1138.7977238589508,260.54571983097435,427.9428163955899,15221.40522662379,5144.012305189967,6315.26889086573,4438.303736426841,20.186319331303643,2399947.1077653896,NEAR BAY
-1138.7977238589508,260.4768106218151,427.9428163955899,6458.006613111288,1571.26194049439,2476.5760356336195,1608.0810639227686,16.1214321580277,2081988.5696980308,NEAR BAY
-1138.8908846675126,260.4768106218151,427.9428163955899,15177.770046805472,4769.90231935797,8234.615318481785,4484.248909681778,22.149337319193272,2149911.6010498814,NEAR BAY
-1138.7977238589508,260.54571983097435,427.9428163955899,18275.867813906156,4695.08032219157,7209.588014844538,4759.919949211395,26.99884395768857,2656873.3567919554,NEAR BAY
-1138.8908846675126,260.54571983097435,378.5647991191757,23504.81686213478,7809.545954242951,9445.385824791554,6864.2088842874755,23.69286306491038,2153849.1680847714,NEAR BAY
-1138.8908846675126,260.4768106218151,345.64612093489956,29962.823475246067,9960.678372776936,11798.133058643494,9326.870170752058,21.5586687330169,2214881.4571255646,NEAR BAY
-1138.8908846675126,260.4768106218151,353.8757904809686,17192.26084841789,7407.377719473553,9349.074534516914,6634.483018012794,15.743081011409753,2460979.3968061833,NEAR BAY
-1138.8908846675126,260.4768106218151,337.4164513888305,10697.891585458001,4386.439583880172,7305.899305119178,3795.071310857734,11.84349288277272,1687247.474450319,NEAR BAY
